Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
2023-10-01,Meegoda,TJC mango,125.78,10.1
2023-10-01,Meegoda,Banana,60.22,21.8
2023-10-01,Meegoda,Pineapple,76.1,4.4
2023-10-01,Narahenpita,TJC mango,103.58,11.1
2023-10-01,Narahenpita,Banana,61.27,26.7
2023-10-01,Narahenpita,Pineapple,91.59,5.8
2023-10-01,Embilipitiya,TJC mango,80.1,6.2
2023-10-01,Embilipitiya,Banana,55.02,16.1
2023-10-01,Embilipitiya,Pineapple,81.18,3.0
2023-10-02,Dambulla,TJC mango,121.15,6.3
2023-10-02,Dambulla,Banana,,
2023-10-02,Dambulla,Pineapple,51.92,2.7
2023-10-02,Pettah,TJC mango,126.06,7.1
2023-10-02,Pettah,Banana,67.94,21.2
2023-10-02,Pettah,Pineapple,64.23,2.3
2023-10-02,Meegoda,TJC mango,123.31,4.6
2023-10-02,Meegoda,Banana,68.3,11.2
2023-10-02,Meegoda,Pineapple,90.0,4.5
2023-10-02,Narahenpita,TJC mango,92.2,7.0
2023-10-02,Narahenpita,Banana,80.83,17.9
2023-10-02,Narahenpita,Pineapple,73.55,3.7
2023-10-02,Embilipitiya,TJC mango,129.27,11.4
2023-10-02,Embilipitiya,Banana,71.78,25.8
2023-10-02,Embilipitiya,Pineapple,82.95,4.1
2023-10-03,Dambulla,TJC mango,126.63,7.2
2023-10-03,Dambulla,Banana,68.24,22.1
2023-10-03,Dambulla,Pineapple,90.09,4.4
2023-10-03,Pettah,TJC mango,138.88,10.3
2023-10-03,Pettah,Banana,61.62,15.4
2023-10-03,Pettah,Pineapple,91.0,4.3
2023-10-03,Meegoda,TJC mango,,
2023-10-03,Meegoda,Banana,64.59,15.3
2023-10-03,Meegoda,Pineapple,86.5,3.5
2023-10-03,Narahenpita,TJC mango,130.16,6.7
2023-10-03,Narahenpita,Banana,61.57,20.2
2023-10-03,Narahenpita,Pineapple,80.39,4.9
2023-10-03,Embilipitiya,TJC mango,,
2023-10-03,Embilipitiya,Banana,67.81,28.1
2023-10-03,Embilipitiya,Pineapple,88.75,2.4
2023-10-04,Dambulla,TJC mango,140.69,8.1
2023-10-04,Dambulla,Banana,58.94,12.3
2023-10-04,Dambulla,Pineapple,96.9,4.3
2023-10-04,Pettah,TJC mango,118.86,12.0
2023-10-04,Pettah,Banana,65.52,23.6
2023-10-04,Pettah,Pineapple,88.03,2.9
2023-10-04,Meegoda,TJC mango,117.57,10.2
2023-10-04,Meegoda,Banana,59.67,27.0
2023-10-04,Meegoda,Pineapple,86.67,3.5
2023-10-04,Narahenpita,TJC mango,101.71,7.7
2023-10-04,Narahenpita,Banana,55.86,14.4
2023-10-04,Narahenpita,Pineapple,67.45,2.6
2023-10-04,Embilipitiya,TJC mango,101.31,6.1
2023-10-04,Embilipitiya,Banana,62.11,21.8
2023-10-04,Embilipitiya,Pineapple,74.88,4.5
2023-10-05,Dambulla,TJC mango,95.61,7.8
2023-10-05,Dambulla,Banana,50.61,13.4
2023-10-05,Dambulla,Pineapple,75.51,4.4
2023-10-05,Pettah,TJC mango,136.89,7.6
2023-10-05,Pettah,Banana,61.66,22.9
2023-10-05,Pettah,Pineapple,68.4,5.4
2023-10-05,Meegoda,TJC mango,111.17,9.9
2023-10-05,Meegoda,Banana,65.88,12.2
2023-10-05,Meegoda,Pineapple,93.77,1.0
2023-10-05,Narahenpita,TJC mango,129.55,6.7
2023-10-05,Narahenpita,Banana,69.96,22.0
2023-10-05,Narahenpita,Pineapple,79.44,2.7
2023-10-05,Embilipitiya,TJC mango,121.31,11.2
2023-10-05,Embilipitiya,Banana,48.33,10.2
2023-10-05,Embilipitiya,Pineapple,87.41,3.9
2023-10-06,Dambulla,TJC mango,122.27,5.1
2023-10-06,Dambulla,Banana,55.6,17.3
2023-10-06,Dambulla,Pineapple,73.15,3.9
2023-10-06,Pettah,TJC mango,98.51,11.0
2023-10-06,Pettah,Banana,50.42,25.5
2023-10-06,Pettah,Pineapple,80.97,3.0
2023-10-06,Meegoda,TJC mango,,
2023-10-06,Meegoda,Banana,62.45,16.0
2023-10-06,Meegoda,Pineapple,92.95,3.1
2023-10-06,Narahenpita,TJC mango,111.16,10.5
2023-10-06,Narahenpita,Banana,50.22,24.2
2023-10-06,Narahenpita,Pineapple,77.92,4.2
2023-10-06,Embilipitiya,TJC mango,95.14,2.6
2023-10-06,Embilipitiya,Banana,50.14,9.3
2023-10-06,Embilipitiya,Pineapple,74.33,4.4
2023-10-07,Dambulla,TJC mango,107.08,10.7
2023-10-07,Dambulla,Banana,77.69,29.0
2023-10-07,Dambulla,Pineapple,78.76,7.7
2023-10-07,Pettah,TJC mango,110.84,10.9
2023-10-07,Pettah,Banana,57.9,18.6
2023-10-07,Pettah,Pineapple,66.6,4.5
2023-10-07,Meegoda,TJC mango,92.69,5.4
2023-10-07,Meegoda,Banana,72.78,21.8
2023-10-07,Meegoda,Pineapple,92.53,3.6
2023-10-07,Narahenpita,TJC mango,119.38,7.8
2023-10-07,Narahenpita,Banana,58.37,16.3
2023-10-07,Narahenpita,Pineapple,81.65,5.0
2023-10-07,Embilipitiya,TJC mango,118.2,6.1
2023-10-07,Embilipitiya,Banana,58.69,17.3
2023-10-07,Embilipitiya,Pineapple,67.76,4.5
2023-10-08,Dambulla,TJC mango,111.9,6.5
2023-10-08,Dambulla,Banana,57.84,30.1
2023-10-08,Dambulla,Pineapple,83.65,2.7
2023-10-08,Pettah,TJC mango,105.71,14.1
2023-10-08,Pettah,Banana,58.5,18.2
2023-10-08,Pettah,Pineapple,78.95,3.2
2023-10-08,Meegoda,TJC mango,132.1,10.7
2023-10-08,Meegoda,Banana,58.71,25.1
2023-10-08,Meegoda,Pineapple,77.0,3.2
2023-10-08,Narahenpita,TJC mango,129.32,4.2
2023-10-08,Narahenpita,Banana,52.65,17.6
2023-10-08,Narahenpita,Pineapple,68.14,4.4
2023-10-08,Embilipitiya,TJC mango,85.83,8.0
2023-10-08,Embilipitiya,Banana,63.12,13.4
2023-10-08,Embilipitiya,Pineapple,86.88,4.7
2023-10-09,Dambulla,TJC mango,110.29,6.6
2023-10-09,Dambulla,Banana,59.99,9.7
2023-10-09,Dambulla,Pineapple,74.38,2.9
2023-10-09,Pettah,TJC mango,,
2023-10-09,Pettah,Banana,71.23,18.2
2023-10-09,Pettah,Pineapple,85.87,3.9
2023-10-09,Meegoda,TJC mango,125.94,8.9
2023-10-09,Meegoda,Banana,65.92,13.6
2023-10-09,Meegoda,Pineapple,92.86,3.7
2023-10-09,Narahenpita,TJC mango,104.89,8.3
2023-10-09,Narahenpita,Banana,58.07,15.2
2023-10-09,Narahenpita,Pineapple,91.68,2.7
2023-10-09,Embilipitiya,TJC mango,88.16,7.8
2023-10-09,Embilipitiya,Banana,68.1,18.3
2023-10-09,Embilipitiya,Pineapple,88.12,2.6
2023-10-10,Dambulla,TJC mango,99.33,7.2
2023-10-10,Dambulla,Banana,62.33,23.7
2023-10-10,Dambulla,Pineapple,102.87,2.2
2023-10-10,Pettah,TJC mango,136.74,8.0
2023-10-10,Pettah,Banana,59.87,21.1
2023-10-10,Pettah,Pineapple,82.46,4.3
2023-10-10,Meegoda,TJC mango,,
2023-10-10,Meegoda,Banana,59.61,22.4
2023-10-10,Meegoda,Pineapple,71.51,4.5
2023-10-10,Narahenpita,TJC mango,,
2023-10-10,Narahenpita,Banana,48.61,12.2
2023-10-10,Narahenpita,Pineapple,70.71,3.7
2023-10-10,Embilipitiya,TJC mango,115.77,7.7
2023-10-10,Embilipitiya,Banana,70.69,17.5
2023-10-10,Embilipitiya,Pineapple,71.41,3.7
2023-10-11,Dambulla,TJC mango,139.67,9.0
2023-10-11,Dambulla,Banana,54.58,15.3
2023-10-11,Dambulla,Pineapple,79.71,5.6
2023-10-11,Pettah,TJC mango,119.33,8.6
2023-10-11,Pettah,Banana,62.64,19.2
2023-10-11,Pettah,Pineapple,90.16,3.6
2023-10-11,Meegoda,TJC mango,111.4,7.7
2023-10-11,Meegoda,Banana,63.1,22.2
2023-10-11,Meegoda,Pineapple,92.53,5.3
2023-10-11,Narahenpita,TJC mango,114.79,8.0
2023-10-11,Narahenpita,Banana,61.69,12.3
2023-10-11,Narahenpita,Pineapple,61.62,2.8
2023-10-11,Embilipitiya,TJC mango,113.17,10.7
2023-10-11,Embilipitiya,Banana,62.61,18.2
2023-10-11,Embilipitiya,Pineapple,82.92,3.8
2023-10-12,Dambulla,TJC mango,116.85,8.3
2023-10-12,Dambulla,Banana,56.08,16.9
2023-10-12,Dambulla,Pineapple,79.46,4.9
2023-10-12,Pettah,TJC mango,120.84,10.2
2023-10-12,Pettah,Banana,48.35,13.9
2023-10-12,Pettah,Pineapple,70.18,4.3
2023-10-12,Meegoda,TJC mango,129.55,5.6
2023-10-12,Meegoda,Banana,52.48,21.9
2023-10-12,Meegoda,Pineapple,87.4,5.2
2023-10-12,Narahenpita,TJC mango,114.95,5.9
2023-10-12,Narahenpita,Banana,59.45,17.8
2023-10-12,Narahenpita,Pineapple,92.8,5.3
2023-10-12,Embilipitiya,TJC mango,121.02,6.5
2023-10-12,Embilipitiya,Banana,68.24,18.3
2023-10-12,Embilipitiya,Pineapple,75.34,3.1
2023-10-13,Dambulla,TJC mango,159.83,8.2
2023-10-13,Dambulla,Banana,48.37,25.1
2023-10-13,Dambulla,Pineapple,85.85,4.3
2023-10-13,Pettah,TJC mango,110.17,8.0
2023-10-13,Pettah,Banana,64.56,21.9
2023-10-13,Pettah,Pineapple,82.86,4.1
2023-10-13,Meegoda,TJC mango,129.61,6.4
2023-10-13,Meegoda,Banana,53.54,20.4
2023-10-13,Meegoda,Pineapple,78.81,3.0
2023-10-13,Narahenpita,TJC mango,113.97,10.3
2023-10-13,Narahenpita,Banana,56.56,20.1
2023-10-13,Narahenpita,Pineapple,73.27,2.4
2023-10-13,Embilipitiya,TJC mango,130.75,9.0
2023-10-13,Embilipitiya,Banana,61.96,16.9
2023-10-13,Embilipitiya,Pineapple,83.21,2.8
2023-10-14,Dambulla,TJC mango,113.03,7.8
2023-10-14,Dambulla,Banana,58.31,18.5
2023-10-14,Dambulla,Pineapple,90.74,5.6
2023-10-14,Pettah,TJC mango,151.57,7.0
2023-10-14,Pettah,Banana,43.13,21.3
2023-10-14,Pettah,Pineapple,71.45,3.3
2023-10-14,Meegoda,TJC mango,108.94,9.7
2023-10-14,Meegoda,Banana,63.86,16.5
2023-10-14,Meegoda,Pineapple,82.54,3.4
2023-10-14,Narahenpita,TJC mango,140.2,4.8
2023-10-14,Narahenpita,Banana,65.72,18.9
2023-10-14,Narahenpita,Pineapple,71.18,3.3
2023-10-14,Embilipitiya,TJC mango,139.35,10.8
2023-10-14,Embilipitiya,Banana,60.7,21.9
2023-10-14,Embilipitiya,Pineapple,76.54,5.5
2023-10-15,Dambulla,TJC mango,145.35,9.5
2023-10-15,Dambulla,Banana,56.92,17.0
2023-10-15,Dambulla,Pineapple,81.32,3.9
2023-10-15,Pettah,TJC mango,112.74,7.8
2023-10-15,Pettah,Banana,59.87,20.6
2023-10-15,Pettah,Pineapple,76.05,4.0
2023-10-15,Meegoda,TJC mango,140.72,6.9
2023-10-15,Meegoda,Banana,52.72,15.7
2023-10-15,Meegoda,Pineapple,65.3,3.2
2023-10-15,Narahenpita,TJC mango,134.0,9.1
2023-10-15,Narahenpita,Banana,49.95,18.9
2023-10-15,Narahenpita,Pineapple,55.14,4.9
2023-10-15,Embilipitiya,TJC mango,111.71,7.6
2023-10-15,Embilipitiya,Banana,67.03,22.0
2023-10-15,Embilipitiya,Pineapple,69.81,3.2
2023-10-16,Dambulla,TJC mango,101.16,4.8
2023-10-16,Dambulla,Banana,60.38,17.0
2023-10-16,Dambulla,Pineapple,74.23,4.2
2023-10-16,Pettah,TJC mango,114.4,8.5
2023-10-16,Pettah,Banana,66.51,16.1
2023-10-16,Pettah,Pineapple,88.03,3.3
2023-10-16,Meegoda,TJC mango,95.14,7.1
2023-10-16,Meegoda,Banana,69.69,16.9
2023-10-16,Meegoda,Pineapple,84.49,3.6
2023-10-16,Narahenpita,TJC mango,137.7,5.9
2023-10-16,Narahenpita,Banana,59.22,25.7
2023-10-16,Narahenpita,Pineapple,72.68,3.8
2023-10-16,Embilipitiya,TJC mango,123.68,4.2
2023-10-16,Embilipitiya,Banana,56.76,12.9
2023-10-16,Embilipitiya,Pineapple,70.86,3.0
2023-10-17,Dambulla,TJC mango,114.81,3.5
2023-10-17,Dambulla,Banana,53.74,23.4
2023-10-17,Dambulla,Pineapple,101.34,3.2
2023-10-17,Pettah,TJC mango,137.76,4.8
2023-10-17,Pettah,Banana,60.49,25.9
2023-10-17,Pettah,Pineapple,84.25,4.6
2023-10-17,Meegoda,TJC mango,119.47,7.5
2023-10-17,Meegoda,Banana,69.42,18.0
2023-10-17,Meegoda,Pineapple,79.72,2.6
2023-10-17,Narahenpita,TJC mango,127.97,5.8
2023-10-17,Narahenpita,Banana,53.13,16.2
2023-10-17,Narahenpita,Pineapple,88.25,6.0
2023-10-17,Embilipitiya,TJC mango,115.95,8.8
2023-10-17,Embilipitiya,Banana,64.21,20.8
2023-10-17,Embilipitiya,Pineapple,80.28,3.9
2023-10-18,Dambulla,TJC mango,99.32,7.9
2023-10-18,Dambulla,Banana,70.07,17.9
2023-10-18,Dambulla,Pineapple,66.08,4.6
2023-10-18,Pettah,TJC mango,101.01,8.4
2023-10-18,Pettah,Banana,76.5,22.5
2023-10-18,Pettah,Pineapple,,
2023-10-18,Meegoda,TJC mango,105.19,1.6
2023-10-18,Meegoda,Banana,52.5,19.9
2023-10-18,Meegoda,Pineapple,96.7,4.4
2023-10-18,Narahenpita,TJC mango,114.91,9.3
2023-10-18,Narahenpita,Banana,61.62,18.6
2023-10-18,Narahenpita,Pineapple,69.76,2.0
2023-10-18,Embilipitiya,TJC mango,108.82,6.1
2023-10-18,Embilipitiya,Banana,71.43,11.5
2023-10-18,Embilipitiya,Pineapple,71.43,4.1
2023-10-19,Dambulla,TJC mango,136.68,9.7
2023-10-19,Dambulla,Banana,65.46,21.8
2023-10-19,Dambulla,Pineapple,96.0,3.3
2023-10-19,Pettah,TJC mango,123.47,9.0
2023-10-19,Pettah,Banana,60.79,19.8
2023-10-19,Pettah,Pineapple,68.28,4.0
2023-10-19,Meegoda,TJC mango,85.69,4.4
2023-10-19,Meegoda,Banana,70.59,17.9
2023-10-19,Meegoda,Pineapple,89.05,4.4
2023-10-19,Narahenpita,TJC mango,98.05,9.0
2023-10-19,Narahenpita,Banana,63.89,23.4
2023-10-19,Narahenpita,Pineapple,92.37,5.2
2023-10-19,Embilipitiya,TJC mango,126.17,9.4
2023-10-19,Embilipitiya,Banana,75.46,12.0
2023-10-19,Embilipitiya,Pineapple,81.0,4.0
2023-10-20,Dambulla,TJC mango,109.04,12.3
2023-10-20,Dambulla,Banana,43.39,14.1
2023-10-20,Dambulla,Pineapple,78.63,3.4
2023-10-20,Pettah,TJC mango,112.44,9.2
2023-10-20,Pettah,Banana,65.6,28.8
2023-10-20,Pettah,Pineapple,75.62,4.0
2023-10-20,Meegoda,TJC mango,117.77,8.5
2023-10-20,Meegoda,Banana,61.55,12.5
2023-10-20,Meegoda,Pineapple,84.52,3.5
2023-10-20,Narahenpita,TJC mango,101.82,8.1
2023-10-20,Narahenpita,Banana,65.72,19.2
2023-10-20,Narahenpita,Pineapple,64.39,4.4
2023-10-20,Embilipitiya,TJC mango,129.64,5.1
2023-10-20,Embilipitiya,Banana,71.15,15.7
2023-10-20,Embilipitiya,Pineapple,82.4,4.5
2023-10-21,Dambulla,TJC mango,140.56,9.9
2023-10-21,Dambulla,Banana,67.21,18.4
2023-10-21,Dambulla,Pineapple,55.33,2.3
2023-10-21,Pettah,TJC mango,129.28,11.3
2023-10-21,Pettah,Banana,,
2023-10-21,Pettah,Pineapple,58.0,4.6
2023-10-21,Meegoda,TJC mango,116.21,8.9
2023-10-21,Meegoda,Banana,74.93,20.2
2023-10-21,Meegoda,Pineapple,67.91,3.2
2023-10-21,Narahenpita,TJC mango,131.23,8.8
2023-10-21,Narahenpita,Banana,60.02,13.5
2023-10-21,Narahenpita,Pineapple,82.74,7.2
2023-10-21,Embilipitiya,TJC mango,111.31,7.0
2023-10-21,Embilipitiya,Banana,55.72,25.1
2023-10-21,Embilipitiya,Pineapple,72.26,4.1
2023-10-22,Dambulla,TJC mango,120.75,8.5
2023-10-22,Dambulla,Banana,57.72,14.3
2023-10-22,Dambulla,Pineapple,81.77,3.9
2023-10-22,Pettah,TJC mango,112.29,9.8
2023-10-22,Pettah,Banana,38.23,16.4
2023-10-22,Pettah,Pineapple,77.88,3.7
2023-10-22,Meegoda,TJC mango,105.97,8.7
2023-10-22,Meegoda,Banana,70.84,24.8
2023-10-22,Meegoda,Pineapple,78.73,4.3
2023-10-22,Narahenpita,TJC mango,99.14,6.8
2023-10-22,Narahenpita,Banana,67.86,18.4
2023-10-22,Narahenpita,Pineapple,75.21,3.9
2023-10-22,Embilipitiya,TJC mango,117.79,6.8
2023-10-22,Embilipitiya,Banana,59.15,11.9
2023-10-22,Embilipitiya,Pineapple,71.76,4.5
2023-10-23,Dambulla,TJC mango,112.43,8.9
2023-10-23,Dambulla,Banana,65.93,16.9
2023-10-23,Dambulla,Pineapple,80.87,3.6
2023-10-23,Pettah,TJC mango,96.13,9.5
2023-10-23,Pettah,Banana,51.9,15.9
2023-10-23,Pettah,Pineapple,73.65,2.6
2023-10-23,Meegoda,TJC mango,91.01,9.8
2023-10-23,Meegoda,Banana,70.76,14.5
2023-10-23,Meegoda,Pineapple,89.65,4.7
2023-10-23,Narahenpita,TJC mango,126.62,10.4
2023-10-23,Narahenpita,Banana,60.45,21.7
2023-10-23,Narahenpita,Pineapple,65.78,3.7
2023-10-23,Embilipitiya,TJC mango,120.54,8.2
2023-10-23,Embilipitiya,Banana,59.71,6.7
2023-10-23,Embilipitiya,Pineapple,77.76,2.8
2023-10-24,Dambulla,TJC mango,100.94,8.1
2023-10-24,Dambulla,Banana,74.57,14.0
2023-10-24,Dambulla,Pineapple,63.4,4.7
2023-10-24,Pettah,TJC mango,99.86,7.4
2023-10-24,Pettah,Banana,64.9,21.0
2023-10-24,Pettah,Pineapple,79.9,5.8
2023-10-24,Meegoda,TJC mango,128.53,8.0
2023-10-24,Meegoda,Banana,67.11,21.8
2023-10-24,Meegoda,Pineapple,76.04,4.3
2023-10-24,Narahenpita,TJC mango,89.95,5.1
2023-10-24,Narahenpita,Banana,59.01,25.0
2023-10-24,Narahenpita,Pineapple,63.76,4.2
2023-10-24,Embilipitiya,TJC mango,115.97,4.7
2023-10-24,Embilipitiya,Banana,61.25,15.7
2023-10-24,Embilipitiya,Pineapple,88.23,2.9
2023-10-25,Dambulla,TJC mango,105.52,8.2
2023-10-25,Dambulla,Banana,64.53,10.7
2023-10-25,Dambulla,Pineapple,79.09,2.5
2023-10-25,Pettah,TJC mango,141.44,8.5
2023-10-25,Pettah,Banana,61.12,16.6
2023-10-25,Pettah,Pineapple,78.89,2.7
2023-10-25,Meegoda,TJC mango,148.69,10.1
2023-10-25,Meegoda,Banana,68.73,29.5
2023-10-25,Meegoda,Pineapple,70.28,3.9
2023-10-25,Narahenpita,TJC mango,130.48,7.1
2023-10-25,Narahenpita,Banana,50.41,21.8
2023-10-25,Narahenpita,Pineapple,81.59,3.9
2023-10-25,Embilipitiya,TJC mango,117.7,8.5
2023-10-25,Embilipitiya,Banana,61.38,22.4
2023-10-25,Embilipitiya,Pineapple,93.75,3.5
2023-10-26,Dambulla,TJC mango,114.32,8.7
2023-10-26,Dambulla,Banana,51.97,9.1
2023-10-26,Dambulla,Pineapple,88.6,5.1
2023-10-26,Pettah,TJC mango,96.62,7.2
2023-10-26,Pettah,Banana,50.69,22.1
2023-10-26,Pettah,Pineapple,85.65,3.0
2023-10-26,Meegoda,TJC mango,129.35,11.4
2023-10-26,Meegoda,Banana,70.1,22.8
2023-10-26,Meegoda,Pineapple,98.44,4.3
2023-10-26,Narahenpita,TJC mango,149.44,2.4
2023-10-26,Narahenpita,Banana,68.87,17.4
2023-10-26,Narahenpita,Pineapple,80.77,5.3
2023-10-26,Embilipitiya,TJC mango,132.59,6.3
2023-10-26,Embilipitiya,Banana,64.18,13.9
2023-10-26,Embilipitiya,Pineapple,85.82,3.1
2023-10-27,Dambulla,TJC mango,125.03,6.6
2023-10-27,Dambulla,Banana,50.77,19.9
2023-10-27,Dambulla,Pineapple,65.11,2.2
2023-10-27,Pettah,TJC mango,124.63,9.3
2023-10-27,Pettah,Banana,62.38,19.2
2023-10-27,Pettah,Pineapple,76.62,3.5
2023-10-27,Meegoda,TJC mango,105.31,10.7
2023-10-27,Meegoda,Banana,59.11,16.6
2023-10-27,Meegoda,Pineapple,81.69,3.1
2023-10-27,Narahenpita,TJC mango,122.51,7.0
2023-10-27,Narahenpita,Banana,60.4,14.1
2023-10-27,Narahenpita,Pineapple,59.04,3.5
2023-10-27,Embilipitiya,TJC mango,95.54,7.5
2023-10-27,Embilipitiya,Banana,68.61,17.6
2023-10-27,Embilipitiya,Pineapple,89.32,4.7
2023-10-28,Dambulla,TJC mango,135.45,11.5
2023-10-28,Dambulla,Banana,61.68,21.9
2023-10-28,Dambulla,Pineapple,99.59,4.6
2023-10-28,Pettah,TJC mango,118.46,7.5
2023-10-28,Pettah,Banana,70.4,13.0
2023-10-28,Pettah,Pineapple,80.11,3.6
2023-10-28,Meegoda,TJC mango,,
2023-10-28,Meegoda,Banana,59.9,14.3
2023-10-28,Meegoda,Pineapple,84.71,3.2
2023-10-28,Narahenpita,TJC mango,128.06,9.3
2023-10-28,Narahenpita,Banana,70.05,24.2
2023-10-28,Narahenpita,Pineapple,86.56,3.6
2023-10-28,Embilipitiya,TJC mango,107.2,5.8
2023-10-28,Embilipitiya,Banana,66.09,19.4
2023-10-28,Embilipitiya,Pineapple,94.42,5.0
2023-10-29,Dambulla,TJC mango,133.2,6.8
2023-10-29,Dambulla,Banana,62.47,13.5
2023-10-29,Dambulla,Pineapple,76.59,3.5
2023-10-29,Pettah,TJC mango,102.0,7.5
2023-10-29,Pettah,Banana,81.2,24.6
2023-10-29,Pettah,Pineapple,73.45,5.4
2023-10-29,Meegoda,TJC mango,115.32,7.4
2023-10-29,Meegoda,Banana,57.61,19.2
2023-10-29,Meegoda,Pineapple,93.69,3.7
2023-10-29,Narahenpita,TJC mango,130.81,7.3
2023-10-29,Narahenpita,Banana,55.51,25.0
2023-10-29,Narahenpita,Pineapple,82.67,4.9
2023-10-29,Embilipitiya,TJC mango,126.64,9.1
2023-10-29,Embilipitiya,Banana,54.96,21.4
2023-10-29,Embilipitiya,Pineapple,86.77,3.4
2023-10-30,Dambulla,TJC mango,115.6,9.2
2023-10-30,Dambulla,Banana,61.36,27.1
2023-10-30,Dambulla,Pineapple,87.66,4.7
2023-10-30,Pettah,TJC mango,112.97,10.8
2023-10-30,Pettah,Banana,69.66,10.9
2023-10-30,Pettah,Pineapple,75.39,3.5
2023-10-30,Meegoda,TJC mango,96.7,8.3
2023-10-30,Meegoda,Banana,67.42,19.0
2023-10-30,Meegoda,Pineapple,85.19,3.9
2023-10-30,Narahenpita,TJC mango,108.52,10.2
2023-10-30,Narahenpita,Banana,69.62,19.2
2023-10-30,Narahenpita,Pineapple,86.54,3.8
2023-10-30,Embilipitiya,TJC mango,149.26,9.6
2023-10-30,Embilipitiya,Banana,58.71,16.8
2023-10-30,Embilipitiya,Pineapple,84.28,5.0
2023-10-31,Dambulla,TJC mango,84.88,8.5
2023-10-31,Dambulla,Banana,59.99,0.3
2023-10-31,Dambulla,Pineapple,64.22,3.5
2023-10-31,Pettah,TJC mango,127.7,10.1
2023-10-31,Pettah,Banana,67.17,21.9
2023-10-31,Pettah,Pineapple,,
2023-10-31,Meegoda,TJC mango,145.73,8.3
2023-10-31,Meegoda,Banana,60.51,4.5
2023-10-31,Meegoda,Pineapple,86.64,4.5
2023-10-31,Narahenpita,TJC mango,120.85,5.3
2023-10-31,Narahenpita,Banana,60.46,24.0
2023-10-31,Narahenpita,Pineapple,94.9,2.8
2023-10-31,Embilipitiya,TJC mango,148.15,2.5
2023-10-31,Embilipitiya,Banana,60.51,22.2
2023-10-31,Embilipitiya,Pineapple,95.36,5.2
2023-11-01,Dambulla,TJC mango,92.77,7.3
2023-11-01,Dambulla,Banana,65.96,18.2
2023-11-01,Dambulla,Pineapple,78.85,2.0
2023-11-01,Pettah,TJC mango,117.64,9.3
2023-11-01,Pettah,Banana,56.45,15.9
2023-11-01,Pettah,Pineapple,100.27,3.0
2023-11-01,Meegoda,TJC mango,96.07,8.1
2023-11-01,Meegoda,Banana,61.68,19.2
2023-11-01,Meegoda,Pineapple,82.99,4.8
2023-11-01,Narahenpita,TJC mango,124.71,8.3
2023-11-01,Narahenpita,Banana,62.35,17.7
2023-11-01,Narahenpita,Pineapple,92.17,5.4
2023-11-01,Embilipitiya,TJC mango,99.23,8.2
2023-11-01,Embilipitiya,Banana,60.99,15.0
2023-11-01,Embilipitiya,Pineapple,85.69,4.4
2023-11-02,Dambulla,TJC mango,120.86,6.7
2023-11-02,Dambulla,Banana,61.89,8.3
2023-11-02,Dambulla,Pineapple,60.88,4.2
2023-11-02,Pettah,TJC mango,120.23,8.2
2023-11-02,Pettah,Banana,61.57,16.2
2023-11-02,Pettah,Pineapple,75.38,3.4
2023-11-02,Meegoda,TJC mango,126.37,8.3
2023-11-02,Meegoda,Banana,61.56,18.0
2023-11-02,Meegoda,Pineapple,76.43,3.2
2023-11-02,Narahenpita,TJC mango,137.65,7.4
2023-11-02,Narahenpita,Banana,61.54,20.6
2023-11-02,Narahenpita,Pineapple,66.77,5.6
2023-11-02,Embilipitiya,TJC mango,87.76,11.0
2023-11-02,Embilipitiya,Banana,57.62,16.7
2023-11-02,Embilipitiya,Pineapple,81.55,4.1
2023-11-03,Dambulla,TJC mango,110.04,10.4
2023-11-03,Dambulla,Banana,57.56,20.8
2023-11-03,Dambulla,Pineapple,96.51,5.2
2023-11-03,Pettah,TJC mango,134.8,9.8
2023-11-03,Pettah,Banana,65.41,19.6
2023-11-03,Pettah,Pineapple,76.07,4.1
2023-11-03,Meegoda,TJC mango,120.37,8.2
2023-11-03,Meegoda,Banana,55.77,15.9
2023-11-03,Meegoda,Pineapple,75.94,4.4
2023-11-03,Narahenpita,TJC mango,127.36,9.8
2023-11-03,Narahenpita,Banana,69.63,14.3
2023-11-03,Narahenpita,Pineapple,77.9,3.2
2023-11-03,Embilipitiya,TJC mango,106.53,4.3
2023-11-03,Embilipitiya,Banana,75.18,23.9
2023-11-03,Embilipitiya,Pineapple,,
2023-11-04,Dambulla,TJC mango,134.49,6.8
2023-11-04,Dambulla,Banana,64.7,21.3
2023-11-04,Dambulla,Pineapple,86.17,4.1
2023-11-04,Pettah,TJC mango,115.89,6.0
2023-11-04,Pettah,Banana,78.77,20.3
2023-11-04,Pettah,Pineapple,72.99,4.5
2023-11-04,Meegoda,TJC mango,125.06,10.4
2023-11-04,Meegoda,Banana,63.18,9.3
2023-11-04,Meegoda,Pineapple,74.27,3.1
2023-11-04,Narahenpita,TJC mango,112.18,10.3
2023-11-04,Narahenpita,Banana,56.58,13.0
2023-11-04,Narahenpita,Pineapple,77.06,3.5
2023-11-04,Embilipitiya,TJC mango,106.63,9.7
2023-11-04,Embilipitiya,Banana,60.01,20.1
2023-11-04,Embilipitiya,Pineapple,80.56,3.8
2023-11-05,Dambulla,TJC mango,117.19,6.7
2023-11-05,Dambulla,Banana,60.91,16.2
2023-11-05,Dambulla,Pineapple,82.53,4.9
2023-11-05,Pettah,TJC mango,125.34,11.6
2023-11-05,Pettah,Banana,60.32,17.5
